,Page,Title,Price,Location,Beds,Baths,Area,Badge,Date Added,URL
2357,294,10 Marla Single Storey House For Sale PWD Housing Society Islamabad,PKR 2.8 Crore,"PWD Housing Scheme, Islamabad",2.0,3.0,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_10_marla_single_storey_house_for_sale_pwd_housing_society_islamabad-53200084-424-1.html
2358,294,House For Sale In Sector C3,PKR 4 Crore,"Bahria Enclave, Bahria Town",4.0,5.0,9 Marla,,Added: 1 week ago,https://www.zameen.com/Property/bahria_town_bahria_enclave_house_for_sale_in_sector_c3-53262931-1705-1.html
2359,294,Corner Grey Structure,PKR 3.5 Crore,"Bahria Enclave - Sector M, Bahria Enclave",7.0,6.0,13 Marla,,Added: 1 week ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_m_corner_grey_structure-53296674-11977-1.html
2360,294,1kenal brand new full house for sale sector B DHA phase 5,PKR 7.7 Crore,"DHA Phase 5 - Sector B, DHA Defence Phase 5",7.0,6.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_b_1kenal_brand_new_full_house_for_sale_sector_b_dha_phase_5-53311377-8401-1.html
2361,294,House For Sale Sector G-6 1/3 Islamabad,PKR 7 Crore,"G-6/1, G-6",6.0,,8.9 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/g_6_g-6_1_house_for_sale_sector_g-6_1_3_islamabad-53140292-3361-1.html
2362,294,House For Sale Triple Story Good Location30x50 Basement 2 Bedroom With Attach Washroom DD One Kitchen Ground 2 Bedroom,PKR 6.25 Crore,"I-9/4, I-9",6.0,6.0,6 Marla,,Added: 2 weeks ago,https://www.zameen.com/Property/i_9_i-9_4_house_for_sale_triple_story_good_location30x50_basement_2_bedroom_with_attach_washroom_dd_one_kitchen_ground_2_bedroom-53307096-3450-1.html
2363,294,Sector G 8 Marla House for Sale In Bahria enclave Islamabad,PKR 4.5 Crore,"Bahria Enclave - Sector G, Bahria Enclave",5.0,6.0,8 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_sector_g_8_marla_house_for_sale_in_bahria_enclave_islamabad-53118111-11984-1.html
2364,294,Sector J 8 Marla House For Sale In Bahria Enclave Islamabad,PKR 3.5 Crore,"Bahria Enclave - Sector J, Bahria Enclave",4.0,5.0,8 Marla,,Added: 2 hours ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_j_sector_j_8_marla_house_for_sale_in_bahria_enclave_islamabad-53021987-11981-1.html
2365,294,10 Marla Sun Face Brand New House,PKR 4.29 Crore,"Top City 1, Islamabad",5.0,6.0,10 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/islamabad_top_city_1_10_marla_sun_face_brand_new_house-52130468-1383-1.html
2366,294,2 Bedrooms Corner Flat Is For Sale,PKR 4.95 Crore,"Silver Oaks Apartments, F-10",2.0,2.0,6.4 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/f_10_silver_oaks_apartments_2_bedrooms_corner_flat_is_for_sale-52130445-11308-1.html
2367,294,Warda Hamna 2,PKR 4.5 Crore,"Warda Hamna Residencia, G-11 Markaz",3.0,3.0,8.8 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/g_11_markaz_warda_hamna_residencia_warda_hamna_2-53357415-22209-1.html
2368,294,Dha 2 One Kanal Brand New Designer Luxurious House,PKR 10.9 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,1 Kanal,,Added: 6 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_one_kanal_brand_new_designer_luxurious_house-52892788-339-1.html
2369,294,Fully Renovated 700 Square Feet Apartment Available For Sale In New PHA G 11 /3 Isb,PKR 1.28 Crore,"G-11/3, G-11",2.0,2.0,3.1 Marla,,Added: 6 hours ago,https://www.zameen.com/Property/g_11_g-11_3_fully_renovated_700_square_feet_apartment_available_for_sale_in_new_pha_g_11_3_isb-53157250-3332-1.html
2370,294,Stunning 527 Square Feet Flat In   Smama Star Mall & Residency Available,PKR 1.15 Crore,"Smama Star Mall & Residency, Gulberg Greens",1.0,1.0,2.3 Marla,,Added: 7 hours ago,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_stunning_527_square_feet_flat_in_smama_star_mall_residency_available-53253659-11278-1.html
2371,294,"""Live the Dream Brand New 1 Kanal Modern Luxury Home for Sale""",PKR 6.95 Crore,"DHA Defence Phase 5, DHA Defence",5.0,6.0,1 Kanal,,Added: 7 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_live_the_dream_brand_new_1_kanal_modern_luxury_home_for_sale-53357086-10991-1.html
2372,294,Affordable Flat For sale In   Smama Star Mall & Residency,PKR 1.12 Crore,"Smama Star Mall & Residency, Gulberg Greens",1.0,1.0,2.3 Marla,,Added: 7 hours ago,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_affordable_flat_for_sale_in_smama_star_mall_residency-53343741-11278-1.html
2373,294,Get In Touch Now To Buy A Flat In   Smama Star Mall & Residency Islamabad,PKR 1.12 Crore,"Smama Star Mall & Residency, Gulberg Greens",1.0,1.0,2.3 Marla,,Added: 7 hours ago,https://www.zameen.com/Property/gulberg_greens_smama_star_mall_residency_get_in_touch_now_to_buy_a_flat_in_smama_star_mall_residency_islamabad-53343742-11278-1.html
2374,294,8 Marla Brand New Most Beautiful Spanish Designer Owner Build House Available For Sale D-12 In Islamabad,PKR 10.5 Crore,"D-12, Islamabad",10.0,7.0,8 Marla,,Added: 7 hours ago,https://www.zameen.com/Property/islamabad_d-12_8_marla_brand_new_most_beautiful_spanish_designer_owner_build_house_available_for_sale_d-12_in_islamabad-53356927-160-1.html
2375,295,BEAUTIFUL LOCATION INVESTOR PRICE HOUSE FOR SALE,PKR 14.5 Crore,"D-12, Islamabad",6.0,6.0,14 Marla,,Added: 1 day ago,https://www.zameen.com/Property/islamabad_d-12_beautiful_location_investor_price_house_for_sale-53312998-160-1.html
2376,295,Ideal Flat For sale In Sukh Chayn Residence,PKR 5.5 Crore,"Sukh Chayn Residence, F-10",1.0,1.0,3.8 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_10_sukh_chayn_residence_ideal_flat_for_sale_in_sukh_chayn_residence-52071780-13589-1.html
2377,295,"Possession On 50% Down Payment| Corner 3 Bedroom Apartment Maid Available For Sale | The Centaurus, Islamabad",PKR 17.17 Crore,"The Centaurus, F-8",3.0,5.0,11.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_corner_3_bedroom_apartment_maid_available_for_sale_the_centaurus_islamabad-49120453-8349-1.html
2378,295,"Possession On 50% Down Payment| Corner 3 Bedroom Apartment Maid Available For Sale | The Centaurus, Islamabad",PKR 17.17 Crore,"The Centaurus, F-8",3.0,5.0,11.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_corner_3_bedroom_apartment_maid_available_for_sale_the_centaurus_islamabad-49120351-8349-1.html
2379,295,"Possession On 50% Down Payment| Corner 3 Bedroom Apartment Maid Available For Sale | The Centaurus, Islamabad",PKR 17.17 Crore,"The Centaurus, F-8",3.0,5.0,11.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_corner_3_bedroom_apartment_maid_available_for_sale_the_centaurus_islamabad-49120317-8349-1.html
2380,295,"Possession On 50% Down Payment| Corner 3 Bedroom Apartment Maid Available For Sale | The Centaurus, Islamabad",PKR 17.17 Crore,"The Centaurus, F-8",3.0,5.0,11.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_corner_3_bedroom_apartment_maid_available_for_sale_the_centaurus_islamabad-49120275-8349-1.html
2381,295,"Possession On 50% Down Payment| Luxury 2 Bed Duplex Apartment With Main Room| The Centaurus, Islamabad",PKR 19.64 Crore,"The Centaurus, F-8",2.0,4.0,13.4 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_luxury_2_bed_duplex_apartment_with_main_room_the_centaurus_islamabad-49118080-8349-1.html
2382,295,Possession On 50% Down Payment Luxury 2 Bed Duplex Apartment With Main Room In The Centaurus Islamabad,PKR 19.64 Crore,"The Centaurus, F-8",2.0,4.0,13.4 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_luxury_2_bed_duplex_apartment_with_main_room_in_the_centaurus_islamabad-49117636-8349-1.html
2383,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room | The Centaurus| Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",2.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49126581-8349-1.html
2384,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room | The Centaurus| Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",1.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49126505-8349-1.html
2385,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room In The Centaurus Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",1.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_in_the_centaurus_islamabad-49126436-8349-1.html
2386,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room The Centaurus Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",1.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49126384-8349-1.html
2387,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room | The Centaurus| Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",1.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49126319-8349-1.html
2388,295,Direct From The Centaurus Management Possession On 50% Down Payment Corner 3 Bedroom Apartment Maid Available For Sale The Centaurus Islamabad,PKR 17.17 Crore,"The Centaurus, F-8",3.0,5.0,11.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_direct_from_the_centaurus_management_possession_on_50_down_payment_corner_3_bedroom_apartment_maid_available_for_sale_the_centaurus_islamabad-49120656-8349-1.html
2389,295,"Possession On 50% Down Payment Corner 3 Bedroom Apartment Maid Available For Sale The Centaurus, Islamabad",PKR 17.17 Crore,"The Centaurus, F-8",3.0,5.0,11.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_corner_3_bedroom_apartment_maid_available_for_sale_the_centaurus_islamabad-49120485-8349-1.html
2390,295,Corner 2 Bedroom Apartment Available For Sale In The Centaurus Islamabad,PKR 14.68 Crore,"The Centaurus, F-8",2.0,3.0,10 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_corner_2_bedroom_apartment_available_for_sale_in_the_centaurus_islamabad-49132913-8349-1.html
2391,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room | The Centaurus| Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",1.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49128760-8349-1.html
2392,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room | The Centaurus| Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",1.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49127617-8349-1.html
2393,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room | The Centaurus| Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",1.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49127557-8349-1.html
2394,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room | The Centaurus| Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",1.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49127518-8349-1.html
2395,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room The Centaurus Islamabad,PKR 9.83 Crore,"The Centaurus, F-8",2.0,3.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_the_centaurus_islamabad-49127380-8349-1.html
2396,295,Possession On 50% Down Payment One Bedroom Apartment With Study Room In The Centaurus Islamabad,PKR 9.83 Crore,"F-8/1, F-8",1.0,2.0,6.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_f-8_1_possession_on_50_down_payment_one_bedroom_apartment_with_study_room_in_the_centaurus_islamabad-49190313-3314-1.html
2397,295,Possession On 50% Down Payment Three Bedroom Apartment With Maid Room | The Centaurus| Islamabad,PKR 17.17 Crore,"F-8/1, F-8",3.0,5.0,11.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_f-8_1_possession_on_50_down_payment_three_bedroom_apartment_with_maid_room_the_centaurus_islamabad-49190088-3314-1.html
2398,295,Possession On 50% Down Payment One Bedroom Apartment The Centaurus Islamabad,PKR 7.49 Crore,"F-8/1, F-8",1.0,1.0,5.1 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_f-8_1_possession_on_50_down_payment_one_bedroom_apartment_the_centaurus_islamabad-49189914-3314-1.html
2399,295,Possession On 50% Down Payment | Corner Three Bedroom Apartment With Maid Room | The Centaurus| Islamabad,PKR 17.17 Crore,"The Centaurus, F-8",3.0,5.0,11.7 Marla,,Added: 1 day ago,https://www.zameen.com/Property/f_8_the_centaurus_possession_on_50_down_payment_corner_three_bedroom_apartment_with_maid_room_the_centaurus_islamabad-49275460-8349-1.html
2400,296,Centrally Located House In CDECHS - Cabinet Division Employees Cooperative Housing Society Is Available For sale,PKR 1.9 Crore,"CDECHS - Cabinet Division Employees Cooperative Housing Society, E-16/3",,,7 Marla,,Added: 12 hours ago,https://www.zameen.com/Property/e_16_3_cdechs_-_cabinet_division_employees_cooperative_housing_society_centrally_located_house_in_cdechs_-_cabinet_division_employees_cooperative_housing_society_is_available_for_sale-53355190-3250-1.html
2401,296,10 Marla House Is Available For sale,PKR 3 Crore,"CDECHS - Cabinet Division Employees Cooperative Housing Society, E-16/3",5.0,5.0,10 Marla,,Added: 12 hours ago,https://www.zameen.com/Property/e_16_3_cdechs_-_cabinet_division_employees_cooperative_housing_society_10_marla_house_is_available_for_sale-53355188-3250-1.html
2402,296,10 Marla House In Only Rs. 29000000,PKR 2.9 Crore,"CDECHS - Cabinet Division Employees Cooperative Housing Society, E-16/3",5.0,5.0,10 Marla,,Added: 12 hours ago,https://www.zameen.com/Property/e_16_3_cdechs_-_cabinet_division_employees_cooperative_housing_society_10_marla_house_in_only_rs_29000000-53355187-3250-1.html
2403,296,5 Marla Brand New House For Sale,PKR 75 Lakh,"DHA Valley - Oleander Sector, DHA Valley",2.0,2.0,5 Marla,,Added: 12 hours ago,https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_5_marla_brand_new_house_for_sale-52845236-3213-1.html
2404,296,8 Marla Full House For SALE Double Storey,PKR 1.5 Crore,"DHA Valley - Oleander Sector, DHA Valley",2.0,2.0,8 Marla,,Added: 12 hours ago,https://www.zameen.com/Property/dha_valley_dha_valley_-_oleander_sector_8_marla_full_house_for_sale_double_storey-52868373-3213-1.html
2405,296,Askari Height 1(top floor) Flat Available For Sale,PKR 3.25 Crore,"DHA Defence Phase 2, DHA Defence",3.0,4.0,10.9 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_askari_height_1_top_floor_flat_available_for_sale-52751747-339-1.html
2406,296,Beautiful Designer Brand New House Available For Sale,PKR 4.7 Crore,"DHA Defence Phase 5, DHA Defence",5.0,6.0,8 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_beautiful_designer_brand_new_house_available_for_sale-52901484-10991-1.html
2407,296,Ideally Located Flat Of 700 Square Feet Is Available For sale In Islamabad,PKR 75 Lakh,"E-17/3, E-17",2.0,2.0,3.1 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/e_17_e-17_3_ideally_located_flat_of_700_square_feet_is_available_for_sale_in_islamabad-53354968-3255-1.html
2408,296,Investors Should sale This Flat Located Ideally In E-17,PKR 70 Lakh,"E-17/3, E-17",2.0,2.0,2.9 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/e_17_e-17_3_investors_should_sale_this_flat_located_ideally_in_e-17-53354967-3255-1.html
2409,296,1 Bed Room Apartment For Sale ON INSTALLMENT,PKR 1.05 Crore,"B-17, Islamabad",1.0,1.0,3.1 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/islamabad_b-17_1_bed_room_apartment_for_sale_on_installment-53080480-616-1.html
2410,296,Buying A House In E-16/2?,PKR 4 Crore,"E-16/2, E-16",,,1 Kanal,,Added: 13 hours ago,https://www.zameen.com/Property/e_16_e-16_2_buying_a_house_in_e-16_2-53354944-3248-1.html
2411,296,Fair-Priced 10 Marla House Available In E-16/2,PKR 3 Crore,"E-16/2, E-16",,,10 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/e_16_e-16_2_fair-priced_10_marla_house_available_in_e-16_2-53354942-3248-1.html
2412,296,10 Marla House In E-16/2 For sale,PKR 3.3 Crore,"E-16/2, E-16",,,10 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/e_16_e-16_2_10_marla_house_in_e-16_2_for_sale-53354941-3248-1.html
2413,296,Get In Touch Now To Buy A 7 Marla House In E-16/3 Islamabad,PKR 2.3 Crore,"E-16/3, E-16",,,7 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/e_16_e-16_3_get_in_touch_now_to_buy_a_7_marla_house_in_e-16_3_islamabad-53354940-3249-1.html
2414,296,7 Marla House In E-16/3,PKR 2.1 Crore,"E-16/3, E-16",,,7 Marla,,Added: 13 hours ago,https://www.zameen.com/Property/e_16_e-16_3_7_marla_house_in_e-16_3-53354939-3249-1.html
2415,296,Capital Residencia Main Margalla Road Entrance 3Bedroom Dining Tv Lounge Kitchen Available For Sale,PKR 2.05 Crore,"Capital Residencia, Margalla Hills-2",3.0,3.0,7.6 Marla,,Added: 14 hours ago,https://www.zameen.com/Property/margalla_hills_2_capital_residencia_capital_residencia_main_margalla_road_entrance_3bedroom_dining_tv_lounge_kitchen_available_for_sale-52771547-10573-1.html
2416,296,Khudadad Height 3-Bedroom Big Tv Lounge Dining Kitchen Available For Sale,PKR 1.25 Crore,"Khudadad Heights, E-11/2",3.0,3.0,10.2 Marla,,Added: 14 hours ago,https://www.zameen.com/Property/e_11_2_khudadad_heights_khudadad_height_3-bedroom_big_tv_lounge_dining_kitchen_available_for_sale-52577228-11524-1.html
2417,296,F-11 Markaz Al Safa Heights One Inverter price Three Bedroom Big TV lounge Huge Dring Dining servant quartar laundry available for Sale,PKR 4.2 Crore,"F-11, Islamabad",3.0,4.0,14.2 Marla,,Added: 14 hours ago,https://www.zameen.com/Property/islamabad_f-11_f-11_markaz_al_safa_heights_one_inverter_price_three_bedroom_big_tv_lounge_huge_dring_dining_servant_quartar_laundry_available_for_sale-53317685-163-1.html
2418,296,Luxury Interior&Amp;Excellent Elevation 10 Marla 5bedrooms House Available For Sale In Bahria Enclave Islamabad Sector C1,PKR 5.4 Crore,"Bahria Enclave, Bahria Town",5.0,5.0,10 Marla,,Added: 14 hours ago,https://www.zameen.com/Property/bahria_town_bahria_enclave_luxury_interior_amp_excellent_elevation_10_marla_5bedrooms_house_available_for_sale_in_bahria_enclave_islamabad_sector_c1-52958691-1705-1.html
2419,296,Ideal Location 3 Bedrooms Corner Cube Apartment Available For Sale In Bahria Enclave Islamabad Sector A Tower 1,PKR 2.8 Crore,"Cube Apartments, Bahria Enclave",3.0,3.0,10 Marla,,Added: 14 hours ago,https://www.zameen.com/Property/bahria_enclave_cube_apartments_ideal_location_3_bedrooms_corner_cube_apartment_available_for_sale_in_bahria_enclave_islamabad_sector_a_tower_1-53327218-21520-1.html
