,Page,Title,Price,Location,Beds,Baths,Area,Badge,Date Added,URL
1442,257,2 Bed Drawing Room Terrace Apartment For Sale In Defence Residency /GIGA CITY DHA 2 Islamabad,PKR 1.2 Crore,"Defence Residency, DHA Defence Phase 2",2.0,3.0,6 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_2_bed_drawing_room_terrace_apartment_for_sale_in_defence_residency_giga_city_dha_2_islamabad-53288259-9914-1.html
1443,257,Double Unit Corner House Decent Design House For Sale in DHA 2 Islamabad,PKR 13.5 Crore,"DHA Phase 2 - Sector G, DHA Defence Phase 2",6.0,6.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_double_unit_corner_house_decent_design_house_for_sale_in_dha_2_islamabad-53325435-3202-1.html
1444,257,Back Open 12-Marla House with Basement in   Garden City Zone 1 Ext Islamabad,PKR 4.5 Crore,"Bahria Garden City, Bahria Town",5.0,5.0,12 Marla,,Added: 1 week ago,https://www.zameen.com/Property/bahria_town_bahria_garden_city_back_open_12-marla_house_with_basement_in_garden_city_zone_1_ext_islamabad-53325343-8120-1.html
1445,257,8 Marla Brand New Most Beautiful Designer Owner Build House Available For Sale D-12 In Islamabad,PKR 10.5 Crore,"D-12, Islamabad",10.0,7.0,8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_d-12_8_marla_brand_new_most_beautiful_designer_owner_build_house_available_for_sale_d-12_in_islamabad-53128341-160-1.html
1446,257,25x40 Brand New Most Beautiful Designer Owner Build House Available For Sale D-12 In Islamabad,PKR 4.7 Crore,"D-12, Islamabad",3.0,4.0,4 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_d-12_25x40_brand_new_most_beautiful_designer_owner_build_house_available_for_sale_d-12_in_islamabad-53128855-160-1.html
1447,257,One Kanal Brand New Sun Face House For Sale In G13,PKR 16 Crore,"G-13, Islamabad",6.0,6.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_g-13_one_kanal_brand_new_sun_face_house_for_sale_in_g13-53325293-330-1.html
1448,257,06 Marla Beautiful Designer House available for Sale in DHA Islamabad,PKR 5.25 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,6 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_06_marla_beautiful_designer_house_available_for_sale_in_dha_islamabad-53134077-339-1.html
1449,257,Fully Brand New Condition Full House For Sale In I-8,PKR 12 Crore,"I-8, Islamabad",6.0,6.0,14.2 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_i-8_fully_brand_new_condition_full_house_for_sale_in_i-8-53259369-174-1.html
1450,258,Beautiful 35x80 Triple Storey House In I-8/3 For Sale,PKR 12.75 Crore,"I-8/3, I-8",9.0,,12.4 Marla,hot,Added: 3 weeks ago,https://www.zameen.com/Property/i_8_i-8_3_beautiful_35x80_triple_storey_house_in_i-8_3_for_sale-48003675-3443-1.html
1451,258,The Arch Residencia Apartment Flat For Sale G-11/3,PKR 4.5 Crore,"G-11, Islamabad",3.0,3.0,9.6 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_g-11_the_arch_residencia_apartment_flat_for_sale_g-11_3-53239033-168-1.html
1452,258,"investor Alert, E-11 House 8 Marla 5 bed Drawing with powder washroom TvL Demand 5.75 Crore",PKR 5.75 Crore,"E-11, Islamabad",5.0,6.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_e-11_investor_alert_e-11_house_8_marla_5_bed_drawing_with_powder_washroom_tvl_demand_5_75_crore-53063411-329-1.html
1453,258,Askari Tower Flat For Sale,PKR 3.9 Crore,"Askari Tower 3, DHA Defence Phase 5",4.0,4.0,12 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/dha_defence_phase_5_askari_tower_3_askari_tower_flat_for_sale-45691783-17434-1.html
1454,258,Askari Tower 3 Flat For Sale,PKR 2.85 Crore,"Askari Tower 3, DHA Defence Phase 5",3.0,3.0,10 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/dha_defence_phase_5_askari_tower_3_askari_tower_3_flat_for_sale-45686980-17434-1.html
1455,258,2 Bedroom Apartment For Sale Madina Tower E11,PKR 1.4 Crore,"Madina Tower, E-11",2.0,2.0,3.8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/e_11_madina_tower_2_bedroom_apartment_for_sale_madina_tower_e11-43750996-11138-1.html
1456,258,In Islamabad You Can Find The Perfect Flat For sale,PKR 3.2 Crore,"E-11/1, E-11",3.0,3.0,7.6 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/e_11_e-11_1_in_islamabad_you_can_find_the_perfect_flat_for_sale-53234975-3230-1.html
1457,258,Askari Tower -1 Brand New 3 Bedrooms Apartment For Sale,PKR 4.2 Crore,"Askari Tower 1, DHA Defence Phase 2",3.0,4.0,11.4 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_askari_tower_-1_brand_new_3_bedrooms_apartment_for_sale-53115640-10663-1.html
1458,258,G-11 Size 30*60 Beautiful Double Story House Park Facing For Sale,PKR 7.2 Crore,"G-11, Islamabad",5.0,5.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_g-11_g-11_size_30_60_beautiful_double_story_house_park_facing_for_sale-53246334-168-1.html
1459,258,G-11/4 FGEHA E-Type First Floor Flat For Sale,PKR 1.84 Crore,"G-11, Islamabad",2.0,2.0,3.3 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_g-11_g-11_4_fgeha_e-type_first_floor_flat_for_sale-53246337-168-1.html
1460,258,F 10 (1000) Square Yard Urgent House For Sale,PKR 27 Crore,"F-10, Islamabad",8.0,7.0,2 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_f-10_f_10_1000_square_yard_urgent_house_for_sale-52500124-162-1.html
1461,258,1 Bed Apartment For Sale In Faisal Margalla City (FMC) B17,PKR 70 Lakh,"B-17, Islamabad",1.0,1.0,2 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_b-17_1_bed_apartment_for_sale_in_faisal_margalla_city_fmc_b17-50176974-616-1.html
1462,258,2 Bed Apartment Available For Sale In Skypark One Gulberg Islamabad,PKR 3.3 Crore,"Skypark One, Gulberg Greens",2.0,2.0,7.3 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/gulberg_greens_skypark_one_2_bed_apartment_available_for_sale_in_skypark_one_gulberg_islamabad-52251205-15266-1.html
1463,258,2 Bed Luxurious Terrace Apartment Available For Sale In Park View City Islamabad,PKR 3.96 Crore,"Park View City, Islamabad",2.0,2.0,5.9 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_park_view_city_2_bed_luxurious_terrace_apartment_available_for_sale_in_park_view_city_islamabad-52249951-10933-1.html
1464,258,G13/3 Brand New 1 Kanal Designer House Available For Sale,PKR 17 Crore,"G-13/3, G-13",6.0,6.0,1 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_13_g-13_3_g13_3_brand_new_1_kanal_designer_house_available_for_sale-52905893-3339-1.html
1465,258,60 Road E Block 8 Marla House For Sale,PKR 3.5 Crore,"B-17, Islamabad",4.0,5.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_b-17_60_road_e_block_8_marla_house_for_sale-53246863-616-1.html
1466,258,C Block Top location House For Sale,PKR 3.4 Crore,"B-17, Islamabad",5.0,5.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_b-17_c_block_top_location_house_for_sale-53246855-616-1.html
1467,258,Fully Brand New Condition Full House For Sale In I-8,PKR 12 Crore,"I-8, Islamabad",6.0,6.0,14.2 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_i-8_fully_brand_new_condition_full_house_for_sale_in_i-8-53259369-174-1.html
1468,258,Elegant Designer House near Family Bee Park For Sale in DHA 2 Islamabad,PKR 13.5 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",5.0,6.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_elegant_designer_house_near_family_bee_park_for_sale_in_dha_2_islamabad-53325208-3197-1.html
1469,258,Designer Home,PKR 3.5 Crore,"Jinnah Gardens, FECHS",5.0,6.0,7 Marla,,Added: 1 week ago,https://www.zameen.com/Property/fechs_jinnah_gardens_designer_home-53171036-1420-1.html
1470,258,6Bed Designer House For Sale in DHA 2 Islamabad,PKR 11.9 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",6.0,6.0,1.3 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_6bed_designer_house_for_sale_in_dha_2_islamabad-53325177-3197-1.html
1471,258,2 Bedroom Apartment In Karakoram Greens Available For Sale In Gulberg,PKR 3.2 Crore,"Karakoram Greens, Gulberg Greens",2.0,2.0,6.9 Marla,,Added: 1 week ago,https://www.zameen.com/Property/gulberg_greens_karakoram_greens_2_bedroom_apartment_in_karakoram_greens_available_for_sale_in_gulberg-53183866-11832-1.html
1472,258,1 Bedroom Spacious Apartment In Lignum Tower For Sale,PKR 95 Lakh,"DHA Defence Phase 2, DHA Defence",1.0,1.0,4.9 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_bedroom_spacious_apartment_in_lignum_tower_for_sale-53158111-339-1.html
1473,258,3 BHK With DD Apartment For Sale In Askari Tower 4 Dha 5 Islamabad,PKR 2.75 Crore,"Askari Heights 4, DHA Phase 5 - Sector H",3.0,3.0,10.7 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_phase_5_sector_h_askari_heights_4_3_bhk_with_dd_apartment_for_sale_in_askari_tower_4_dha_5_islamabad-53129299-21450-1.html
1474,258,8 Marla Brand New Double Unit House For Sale in DHA Phase 5,PKR 5 Crore,"DHA Defence Phase 5, DHA Defence",4.0,6.0,8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_8_marla_brand_new_double_unit_house_for_sale_in_dha_phase_5-53194359-10991-1.html
1475,259,2 BED FLAT FOR SALE ON REASONABLE PRIC,PKR 78 Lakh,"Soan Garden - Block D, Soan Garden",2.0,2.0,3.8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/soan_garden_soan_garden_-_block_d_2_bed_flat_for_sale_on_reasonable_pric-53246713-3494-1.html
1476,259,House For Sale,PKR 4.6 Crore,"G-13/1, G-13",4.0,4.0,4 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_13_g-13_1_house_for_sale-53235980-3337-1.html
1477,259,"25x40 Single Story House Available For Sale I-11/2, Islamabad",PKR 2.1 Crore,"I-11/2, I-11",2.0,2.0,4 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/i_11_i-11_2_25x40_single_story_house_available_for_sale_i-11_2_islamabad-52995213-9879-1.html
1478,259,Brand New 10 Marla House for Sale DHA Islamabad,PKR 7.5 Crore,"DHA Defence Phase 2, DHA Defence",5.0,6.0,10 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_10_marla_house_for_sale_dha_islamabad-53217214-339-1.html
1479,259,Affordable 1 Bedroom Apartment For Sale In Bahria Enclave Islamabad 477 Square Feet Prime Location,PKR 70 Lakh,"Bahria Enclave - Sector G, Bahria Enclave",1.0,1.0,2.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_affordable_1_bedroom_apartment_for_sale_in_bahria_enclave_islamabad_477_square_feet_prime_location-52399970-11984-1.html
1480,259,Two Beds Apartment Is Available On Instalments,PKR 3.69 Crore,"Warda Hamna Residencia 3, G-11/3",2.0,2.0,7.3 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_3_two_beds_apartment_is_available_on_instalments-53246032-11863-1.html
1481,259,Apartment For Sale In F11 Abu Dube Tower,PKR 4 Crore,"F-11, Islamabad",3.0,3.0,12.4 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_f-11_apartment_for_sale_in_f11_abu_dube_tower-46701116-163-1.html
1482,259,E-11 Two Bedroom Fully Furnished Apartment Available For Sale,PKR 1.25 Crore,"E-11, Islamabad",2.0,2.0,3.5 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_e-11_e-11_two_bedroom_fully_furnished_apartment_available_for_sale-53087898-329-1.html
1483,259,Prime Location 1050 Square Feet Flat In Makkah Tower Best Option,PKR 1.55 Crore,"Makkah Tower, E-11",2.0,2.0,4.7 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/e_11_makkah_tower_prime_location_1050_square_feet_flat_in_makkah_tower_best_option-53095233-13376-1.html
1484,259,Full House For Sale In DHA Phase 2 Sector B,PKR 11.9 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",6.0,7.0,1 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_full_house_for_sale_in_dha_phase_2_sector_b-53213877-3197-1.html
1485,259,Enjoy Owning A Apartment In The Heart Of Islamabad In 11 Central,PKR 3.8 Crore,"11 Central Apartments, G-11/1",2.0,2.0,6.5 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_11_1_11_central_apartments_enjoy_owning_a_apartment_in_the_heart_of_islamabad_in_11_central-52712501-22037-1.html
1486,259,F-10/3 NEW BEST VIP HOUSE SIZE 2040 READY FOR SALE SOON,PKR 4.28 Crore,"F-10/3, F-10",6.0,6.0,3.6 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/f_10_f-10_3_f-10_3_new_best_vip_house_size_2040_ready_for_sale_soon-50027726-3278-1.html
1487,259,Flat For Sale In Islamabad I 12 Sector D Type 3rd Floor Demand 68 Lac,PKR 68 Lakh,"I-12/1, I-12",2.0,2.0,3.9 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/i_12_i-12_1_flat_for_sale_in_islamabad_i_12_sector_d_type_3rd_floor_demand_68_lac-52611780-13800-1.html
1488,259,G-11/1 1800 Square Feet House Up For Sale,PKR 6.5 Crore,"G-11/1, G-11",4.0,4.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_11_g-11_1_g-11_1_1800_square_feet_house_up_for_sale-52678145-3330-1.html
1489,259,A Palatial Residence For Sale In G-11/3 Islamabad,PKR 7.5 Crore,"G-11/3, G-11",4.0,4.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_11_g-11_3_a_palatial_residence_for_sale_in_g-11_3_islamabad-52678146-3332-1.html
1490,259,Furnished House For Sale - Bhara Kahu,PKR 2.65 Crore,"Bhara kahu, Islamabad",7.0,6.0,7.3 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_bhara_kahu_furnished_house_for_sale_-_bhara_kahu-53243396-156-1.html
1491,259,10 Marla House Is Available For Sale In Bahria Enclave Sector C1 Islamabad,PKR 5 Crore,"Bahria Enclave - Sector C1, Bahria Enclave",5.0,6.0,10 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c1_10_marla_house_is_available_for_sale_in_bahria_enclave_sector_c1_islamabad-52281671-11987-1.html
1492,259,5 marla double storie newly built house for sale in banigala at prime location,PKR 1.8 Crore,"Bani Gala, Islamabad",4.0,6.0,5 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_bani_gala_5_marla_double_storie_newly_built_house_for_sale_in_banigala_at_prime_location-53324857-340-1.html
1493,259,Corner House For Sale In MPCHS B-17 Islamabad,PKR 2.7 Crore,"MPCHS - Block E, MPCHS - Multi Gardens",4.0,4.0,8 Marla,,Added: 1 week ago,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_e_corner_house_for_sale_in_mpchs_b-17_islamabad-53129685-3120-1.html
1494,259,Capital Square One Bed Apartment For Sale,PKR 60 Lakh,"B-17, Islamabad",1.0,1.0,3.1 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_b-17_capital_square_one_bed_apartment_for_sale-53191685-616-1.html
1495,259,The Peral One Bed Apartment For Sale in Islamabad,PKR 64.36 Lakh,"Mumtaz City, Islamabad",,1.0,1.9 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_mumtaz_city_the_peral_one_bed_apartment_for_sale_in_islamabad-53222087-3464-1.html
1496,259,06 Marla Brand New Double Story House For Sale,PKR 2.8 Crore,"Mumtaz City, Islamabad",5.0,6.0,6 Marla,,Added: 1 week ago,https://www.zameen.com/Property/islamabad_mumtaz_city_06_marla_brand_new_double_story_house_for_sale-53311403-3464-1.html
1497,259,4bed House Dd Kitchen For Sale,PKR 4.5 Crore,"G-11/1, G-11",4.0,4.0,5 Marla,,Added: 1 week ago,https://www.zameen.com/Property/g_11_g-11_1_4bed_house_dd_kitchen_for_sale-53302427-3330-1.html
1498,259,New designer house A+ construction house for sale.,PKR 2.4 Crore,"Faisal Margalla City, B-17",4.0,4.0,5 Marla,,Added: 1 week ago,https://www.zameen.com/Property/b_17_faisal_margalla_city_new_designer_house_a_construction_house_for_sale-53197728-13424-1.html
1499,259,"Change Your Address To DHA Defence Phase 2, Islamabad For A Reasonable Price Of Rs. 48500000",PKR 4.85 Crore,"DHA Defence Phase 2, DHA Defence",3.0,4.0,9.9 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_change_your_address_to_dha_defence_phase_2_islamabad_for_a_reasonable_price_of_rs_48500000-53267626-339-1.html
1500,260,Bahria Enclave Sector B1 8Marla House For Sale,PKR 3.9 Crore,"Bahria Enclave - Sector B1, Bahria Enclave",5.0,6.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_b1_bahria_enclave_sector_b1_8marla_house_for_sale-53237792-11972-1.html
1501,260,8 Marla Double Storey New House For Sale.,PKR 4.15 Crore,"PHAF Officers Residencia, Kuri Road",6.0,6.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/kuri_road_phaf_officers_residencia_8_marla_double_storey_new_house_for_sale-52008763-13099-1.html
1502,260,Grey Structure With Large Lawn (And Privacy Walls) Ready For Your Dream Furnishings,PKR 1.5 Crore,"Bani Gala, Islamabad",2.0,2.0,8.9 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_bani_gala_grey_structure_with_large_lawn_and_privacy_walls_ready_for_your_dream_furnishings-53236347-340-1.html
1503,260,2 BED FLAT ALREADY RENTED ON REASONABLE PRICE,PKR 49 Lakh,"PWD Housing Scheme, Islamabad",2.0,2.0,3.3 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_pwd_housing_scheme_2_bed_flat_already_rented_on_reasonable_price-53146489-424-1.html
1504,260,7 Marla House For Dale In FMC/B17 Islamabad,PKR 3.2 Crore,"B-17, Islamabad",5.0,5.0,7 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_b-17_7_marla_house_for_dale_in_fmc_b17_islamabad-52797187-616-1.html
1505,260,10 Marla Designer House for Sale in Gulberg Residencia I Block,PKR 7.25 Crore,"Gulberg Residencia - Block I, Gulberg Residencia",5.0,6.0,10 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_i_10_marla_designer_house_for_sale_in_gulberg_residencia_i_block-53087162-9119-1.html
1506,260,Apartment For Sale In F-11,PKR 3 Crore,"F-11, Islamabad",2.0,2.0,7.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_f-11_apartment_for_sale_in_f-11-46034402-163-1.html
1507,260,3 Bed Apartment For Sale In D-17 Islamabad,PKR 90 Lakh,"Margalla View Housing Society, D-17",3.0,3.0,7.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/d_17_margalla_view_housing_society_3_bed_apartment_for_sale_in_d-17_islamabad-52586380-3160-1.html
1508,260,11 Marla House Available In Bani Gala For sale,PKR 3.75 Crore,"Bani Gala, Islamabad",4.0,6.0,11 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_bani_gala_11_marla_house_available_in_bani_gala_for_sale-52894116-340-1.html
1509,260,Gulberg Greens Luxury 5 Kanal Brand New Farmhouse,PKR 35 Crore,"Gulberg Residencia - Block A, Gulberg Residencia",8.0,6.0,5 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_a_gulberg_greens_luxury_5_kanal_brand_new_farmhouse-52917914-9112-1.html
1510,260,2 Bed Luxury Apartment Is Available For Sale In Warda Hamna 1,PKR 3.25 Crore,"Warda Hamna Residencia 3, G-11/3",2.0,2.0,7.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_11_3_warda_hamna_residencia_3_2_bed_luxury_apartment_is_available_for_sale_in_warda_hamna_1-49788213-11863-1.html
1511,260,3 Bed Luxury Apartment Is Available For Sale In Millennium Heights F-11,PKR 3.5 Crore,"F-11, Islamabad",3.0,3.0,10.2 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_f-11_3_bed_luxury_apartment_is_available_for_sale_in_millennium_heights_f-11-52834417-163-1.html
1512,260,3 Bed Apartment Is For Sale In D17 Islamabad,PKR 1 Crore,"D-17, Islamabad",3.0,3.0,7.1 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_d-17_3_bed_apartment_is_for_sale_in_d17_islamabad-52528555-737-1.html
1513,260,3 Bed Apartment Is Available For Sale In D17 Islamabad,PKR 75 Lakh,"Margalla View Society - Block C, Margalla View Housing Society",3.0,3.0,6.6 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/margalla_view_housing_society_margalla_view_society_-_block_c_3_bed_apartment_is_available_for_sale_in_d17_islamabad-52324663-3163-1.html
1514,260,B17 Block D 10 Brand New House Available For Sale,PKR 5.1 Crore,"MPCHS - Block D, MPCHS - Multi Gardens",5.0,6.0,10 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/mpchs_multi_gardens_mpchs_-_block_d_b17_block_d_10_brand_new_house_available_for_sale-53099372-3119-1.html
1515,260,Dha Home 5 Marla Single Storey At Dha Valley Islamabad,PKR 70 Lakh,"DHA Valley - Lilly Sector, DHA Valley",2.0,3.0,5 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/dha_valley_dha_valley_-_lilly_sector_dha_home_5_marla_single_storey_at_dha_valley_islamabad-53231601-3214-1.html
1516,260,G-9/2 Corner House For Sale,PKR 5.35 Crore,"G-9/2, G-9",4.0,3.0,5 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_9_g-9_2_g-9_2_corner_house_for_sale-53231476-3385-1.html
1517,260,5 Kanal Full Furnished Form House In A Block South Face,PKR 35 Crore,"Gulberg Greens - Block A, Gulberg Greens",4.0,4.0,5 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_a_5_kanal_full_furnished_form_house_in_a_block_south_face-53164967-8313-1.html
1518,260,5 Kanal Full Furnished Form House In A Block South Face,PKR 35 Crore,"Gulberg Greens - Block A, Gulberg Greens",4.0,4.0,5 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/gulberg_greens_gulberg_greens_-_block_a_5_kanal_full_furnished_form_house_in_a_block_south_face-53165031-8313-1.html
1519,260,Triple Storey 1 Kanal House Available For Sale  Fully Furnished,PKR 9.5 Crore,"Bahria Enclave - Sector C, Bahria Enclave",9.0,6.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_c_triple_storey_1_kanal_house_available_for_sale_fully_furnished-53306764-11973-1.html
1520,260,House For Sale,PKR 1.7 Crore,"Ghauri Town Phase 5, Ghauri Town",4.0,4.0,5 Marla,,Added: 1 week ago,https://www.zameen.com/Property/ghauri_town_ghauri_town_phase_5_house_for_sale-53289471-3395-1.html
1521,260,CORNER HOUSE 10-Step Away From BEE PARK Triple Story in DHA 2 Islamabad,PKR 14.9 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",9.0,7.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_corner_house_10-step_away_from_bee_park_triple_story_in_dha_2_islamabad-53324357-3197-1.html
1522,260,House For Sale,PKR 2.5 Crore,"Jinnah Gardens, FECHS",3.0,3.0,7 Marla,,Added: 1 week ago,https://www.zameen.com/Property/fechs_jinnah_gardens_house_for_sale-53233053-1420-1.html
1523,260,Brand New 1 Kanal Luxury House For Sale In DHA Phase 2 Sector B Islamabad,PKR 12.8 Crore,"DHA Phase 2 - Sector B, DHA Defence Phase 2",5.0,7.0,1 Kanal,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_b_brand_new_1_kanal_luxury_house_for_sale_in_dha_phase_2_sector_b_islamabad-53271890-3197-1.html
1524,260,Elegant Designer House near Central Park For Sale in DHA 2 Islamabad,PKR 7.5 Crore,"DHA Phase 2 - Sector E, DHA Defence Phase 2",5.0,5.0,10 Marla,,Added: 1 week ago,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_e_elegant_designer_house_near_central_park_for_sale_in_dha_2_islamabad-53324247-3200-1.html
1525,261,Get An Attractive House In Bani Gala Under Rs. 24000000,PKR 2.4 Crore,"Bani Gala, Islamabad",4.0,6.0,7 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_bani_gala_get_an_attractive_house_in_bani_gala_under_rs_24000000-53004230-340-1.html
1526,261,Farmhouse For Sale In D17 Islamabad,PKR 22 Crore,"D-17, Islamabad",9.0,6.0,5 Kanal,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_d-17_farmhouse_for_sale_in_d17_islamabad-52607641-737-1.html
1527,261,Bahria Enclave Islamabad Sector G 8 Marla Corner House Available For Sale,PKR 4.3 Crore,"Bahria Enclave - Sector G, Bahria Enclave",5.0,5.0,8 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/bahria_enclave_bahria_enclave_-_sector_g_bahria_enclave_islamabad_sector_g_8_marla_corner_house_available_for_sale-53235417-11984-1.html
1528,261,D17/2 MVHS D Block Mini Markaz 2 Bed Corner Flat Available For Sale,PKR 55 Lakh,"D-17, Islamabad",2.0,2.0,3.3 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/islamabad_d-17_d17_2_mvhs_d_block_mini_markaz_2_bed_corner_flat_available_for_sale-53027386-737-1.html
1529,261,4 Bedroom'S Duplex Apartment For Sale In Zarkon Heights,PKR 3.1 Crore,"Zarkon Heights, G-15",4.0,6.0,16.6 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_15_zarkon_heights_4_bedroom_s_duplex_apartment_for_sale_in_zarkon_heights-50808186-10169-1.html
1530,261,4 Bedrooms Duplex Apartment For Sale In Zarkon Heights G-15 Islamabad,PKR 3 Crore,"Zarkon Heights, G-15",4.0,6.0,16.6 Marla,hot,Added: 4 weeks ago,https://www.zameen.com/Property/g_15_zarkon_heights_4_bedrooms_duplex_apartment_for_sale_in_zarkon_heights_g-15_islamabad-51324091-10169-1.html
