,Type,Price(Cr),Bath(s),Area(Marla),Bedroom(s),Location,Description,Amenities: Main Features,Amenities: Rooms,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Other Facilities,IsPrimeLoc,SolarInstalled,WaterBore,CornerHouse,luxury_type,Built in year,Parking Spaces,Floor,Bedrooms,Bathrooms,Servant Quarters,Kitchens,Store Rooms,Swimming Pool,Storey Unit,BedBath_Diff
2742,House,2.5,4.0,5.0,4.0,Bahria Town,"5 Marla Front & Back Open House for Sale Discover your dream home with this beautifully designed 5 Marla front and back open house, offering excellent ventilation, natural light, and a peaceful environment. Property Features: Prime location with front & back open design for maximum airflow Spacious 34 bedrooms with attached baths Modern kitchen and stylish TV lounge Elegant drawing/dining area Car porch and open terrace High-quality construction & premium fittings Near to park, mosque, and commercial area Location: Bahria Enclave, Islamabad","Built in year: 2024, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Floors: 2","Bedrooms: 3, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Store Rooms: 1, Lounge or Sitting Room, Laundry Room","Broadband Internet Access, Satellite or Cable TV Ready","Community Lawn or Garden, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",Lawn or Garden,"Maintenance Staff, Security Staff, Facilities for Disabled",True,False,False,False,0,2024.0,1.0,2.0,3.0,4.0,1.0,1.0,1.0,,2.0,0.0
2743,House,2.25,3.0,7.0,2.0,Jinnah Garden,"House For Sale! . Size : 7 Marla ( 30*60 ) Location : Jinnah Garden Phase - 1 . ( Single Story House ) . ( Beautiful Location ) ( Near Mosque, Park, Market & Islamabad National Highway ) . ( Beautiful & Easy Approach ) . Bedrooms : 2 Bathrooms : 3 Tv Lounge : 1 Kitchen : 1 Drawing Room : 1 Laundry Space Car Porch . ( Designer House ) ( Strong Construction ) . ( Water Bore Installed )* . ( Family Environment ) ( 247 Security Services ) ( Peaceful Location ) . ( * Direct Meeting With Owner * ) ( Only Serious Buyers Required ) . Demand : 2 Crore 25 Lac.",,,,,,"Security Staff, Other Facilities",False,False,True,False,1,,,,,,,,,,1.0,-1.0
2744,House,3.5,6.0,8.0,6.0,Faisal Town - F-18,"8 Marla Double Unit House Available. For Sale in Faisal Town F-18 Islamabad. House Size 30*60. Luxury house A+ construction Double Story. Double Unit. Near to masque 6 Bedrooms. 6 Baths. 2 Drawing Dining. 2 Kitchen. Mumty + Washroom. Car Parking Space. Gas, Water Available Water Bore. Double Unit Investor Rate Ideal Location. Reasonable Price. Faisal Town F-18 is a Good Society for Residence. Because Neat and Clean. 24 Hours Security. All Basic and Necessary Facilities Available. Interested People Can Contact Easily.","Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,True,False,0,2025.0,1.0,2.0,5.0,6.0,1.0,2.0,1.0,1.0,2.0,0.0
2746,House,17.0,6.0,20.0,5.0,F-11,F-11/4 Storey Dead End Street House For Sale Size (50*90) 500 Square Yards 5 Bed Room Attcah Bath Drawing Room Dinibg 2 Tv Lounge Store And Servant quarter 2 Car Parking,"Built in year: 2010, Parking Spaces: 5, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 7, Bathrooms: 7, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2010.0,5.0,3.0,7.0,7.0,2.0,2.0,1.0,1.0,3.0,-1.0
2747,House,35.0,6.0,40.0,7.0,F-10,Its a proper Duplex House 5 bed rooms in each house 2 kitchens in each house the house is at very good location its a very solid and CDA transfer 100% confirm for sale Note: pictures or video are not allowed from owner. Note:(estate Agents Are Not Allowed) just visit on sight and done the deal for more information call me Just Please ovoid of text and dealers bro. .,"Built in year: 2010, Parking Spaces: 12, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 10, Bathrooms: 12, Servant Quarters: 4, Drawing Room, Dining Room, Kitchens: 4, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2010.0,12.0,2.0,10.0,12.0,,2.0,2.0,1.0,2.0,1.0
2748,House,18.0,5.0,26.0,4.0,F-11,F11-1 666 Gaze Very Prime Location Out Of Market House 4 Bed Room 5 Wash Room 2 Servant Quarter 2 Kitchen Drawing Dining Tv Louche Two Side Huge Parking Asking Price 17 Crore Pkr Feel Free Pls Contact Us.,"Built in year: 2005, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2005.0,,1.0,4.0,4.0,2.0,2.0,2.0,1.0,1.0,-1.0
2749,House,16.0,6.0,20.0,5.0,F-10,F-10-1 Duplex House 511 Squired Yard Margallah Facing 5 Bed Room 6 bath Room With Beautiful Kitchens Huge Car Parking Servant Rooms Its Very Prime Locations We Deals With The Investor Price For Further Details Pls Contact Us.,"Built in year: 2010, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Bedrooms: 5, Bathrooms: 6, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2010.0,4.0,2.0,5.0,6.0,2.0,2.0,1.0,1.0,2.0,-1.0
2750,House,17.5,6.0,20.0,5.0,F-10,Duplex Double Storey House For Sale Prime Location Size (40+115) 500 Square Yards 5 Beds With Bath 2 Living Room Drawing Room Dining Servant Quarter 4 Car Parking Feel Free To Contact,"Built in year: 2010, Parking Spaces: 6, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 1, Bathrooms: 1, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2010.0,6.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,-1.0
2751,House,3.25,6.0,8.0,5.0,Jinnah Garden,"Jinnah Garden phase 1 Islamabad Wapda Electric Meter Water society CDA Approval CDA Compeletion Sun face A Grade construction Location: Prime Block, Jinnah Garden, Islamabad Size: 7 Marla Status: LOP Cleared Water Bore: Installed 24/7 Water Availability Condition: Solid Construction, Owner Built Accommodation Includes: 5 Spacious Bedrooms 6 Modern Bathrooms 2 Stylish Kitchens (1 on each floor) 2 TV Lounges Drawing & Dining Room Wide Car Porch Laundry Area Store Room Terrace & Balcony Key Features: Electricity and Bore Water Available Elegant Tile Flooring Quality Woodwork & Fittings Peaceful & Secure Neighborhood Ideal for Families and Investors Nearby Amenities: Schools, Mosques, Parks, and Markets Nearby 5 Minutes Drive to Islamabad Expressway Sample Pictures Contact Now #MediaTown #Jinnahgarden #bahriatown #pwd #imaratdowntown #capitalenclave #navalanchorage #islamabad #properties #immarat #downtown","Built in year: 2025, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features, Furnished","Bedrooms: 4, Bathrooms: 6, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,True,False,0,2025.0,1.0,3.0,4.0,6.0,1.0,2.0,1.0,1.0,3.0,-1.0
2752,House,7.0,6.0,20.0,7.0,G-16,"1 Kanal 50x90 Double Storey / Unit Designer House Available for SALE 7 Bed 7 bath 2 Dirty Kitchen + 2 Main Kitchen 2 Drawing + 2 Dining 2 Tv Lounge 1 Big Size room in roof witb kitchen bath Imported Tiles Baths Tile Flooring For more information please contact me AHMED REAL ESTATE Main Double Road G-16 Your's desired House is up for sale. Don't miss this chance. We've just got the perfect deal for you. Your search for 4500 Square Feet property is now over. Check out listings now. Of all the attractions of this property, its price-tag of Rs. 70000000 is perhaps the most important one. A modern lifestyle awaits you in G-16/4. Looking for a long-term investment option in Islamabad? Here are some options. To get to more details on the property, some of its features are given below. Your family time just got better with the airy sitting room that comes with this House. Differently-abled people will find this House easy to navigate, as it is developed to incorporate their needs. Make washing fun again with a well-designed and spacious laundry room in the House. The House has a Jamiah mosque at a convenient walking distance from it. 24/7 waste disposal services ensures the society looks and feels clean. The property comes with a private drawing and dining room for when you have company. Kids can freely play at the garden near the House. We are only a call away to guide you to make the best property decisions of your life.","Built in year: 2023, Parking Spaces: 2, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Other Main Features","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities",Security Staff,False,False,False,False,0,2023.0,2.0,,5.0,5.0,1.0,,1.0,,2.0,1.0
2753,House,11.9,6.0,20.0,5.0,DHA Defence,Dha2 one kanal Brand new Luxurious Designer House prime location of Dha2,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 5, Bathrooms: 7, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",True,False,False,False,0,2025.0,3.0,2.0,5.0,7.0,2.0,2.0,2.0,1.0,2.0,-1.0
2754,House,9.9,6.0,20.0,6.0,DHA Defence,Dha2 one kanal Brand new Designer House owner Built House,"Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Bedrooms: 6, Bathrooms: 8, Servant Quarters: 2, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 2, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities",False,False,False,False,0,2025.0,3.0,2.0,6.0,8.0,2.0,2.0,2.0,1.0,2.0,0.0
