Scraped_URL,Real Location,Type,Price,Bath(s),Area,Purpose,Bedroom(s),Added,Location,Description,Amenities: Main Features,Amenities: Business and Communication,Amenities: Community Features,Amenities: Healthcare Recreational,Amenities: Nearby Locations and Other Facilities,Amenities: Other Facilities,Amenities: Rooms,Initial Amount,Monthly Installment,Remaining Installments
https://www.zameen.com/Property/islamabad_soan_garden_modern_design_10_marla_double_unit_house_for_sale_soan_garden_islamabad-53271402-338-1.html,"Soan Garden, Islamabad",House,PKR3.95 Crore,7,10 Marla,For Sale,7,5 months ago,"Soan Garden, Islamabad, Islamabad Capital","Modern Design 10 Marla Double Unit House for Sale Soan Garden Islamabad Experience luxurious living in this beautifully designed 10 Marla Double Unit House, located in the prime and peaceful area of Soan Garden, Islamabad. This elegant property is ideal for families seeking a comfortable, modern, and spacious home with all essential facilities. Property Features: Ground Floor: 3 spacious bedrooms with attached bathrooms Stylish kitchen with modern fittings Bright and airy TV lounge Elegant drawing room Ample car parking space First Floor: 3 bedrooms with attached bathrooms Well-equipped kitchen Comfortable TV lounge and drawing room Separate access for privacy Additional Features: Servant room with attached bathroom Electricity meter installed Water bore plus regular water supply available Modern layout with high-quality construction and finishes Peaceful and secure neighborhood Location Highlights: Situated in a prime sector of Soan Garden Easy access to Islamabad Expressway Near schools, commercial areas, parks, and mosques This property is a perfect blend of elegance, comfort, and functionality making it an ideal choice for families or investors looking for a ready-to-move house in one of Islamabads most desirable locations. Contact now to arrange a visit and make this beautiful home yours!","Built in year, Parking Spaces, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Floors: 2, Other Main Features, Furnished",,,,,,,,,
https://www.zameen.com/Property/islamabad_pwd_housing_scheme_brand_new_luxury_house_available_for_sale-53216060-424-1.html,"PWD Housing Scheme, Islamabad",House,PKR2.45 Crore,5,5 Marla,For Sale,4,5 months ago,"PWD Housing Scheme, Islamabad, Islamabad Capital",Brand new ideal location luxury house available for sale all facilities are available near to main road commercial school park best option for residence contact for details.,"Built in year: 2025, Parking Spaces: 1, Double Glazed Windows, Flooring, Electricity Backup, Floors: 2, Other Main Features",,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_f-10_f-10_tilies_flooring_house_available_for_sale_beautiful_location-52962071-162-1.html,"F-10, Islamabad",House,PKR18 Crore,4,1 Kanal,For Sale,4,5 months ago,"F-10, Islamabad, Islamabad Capital",F-10 Tilies flooring House Available for Sale beautiful location Size 511 SQ. yd 4 bed with bath Drawing dining Tv lounge kitchen Taries Huge car parking More option Available beautiful location,"Built in year: 2025, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room",,,
https://www.zameen.com/Property/f_10_sukh_chayn_residence_sukh_chayn_residence_f-10_beautiful_view_type_d_apartment_available_for_sale_beautiful_location-53312789-13589-1.html,"Sukh Chayn Residence, F-10",Flat,PKR9 Crore,4,9.2 Marla,For Sale,3,4 months ago,"F-10, Islamabad, Islamabad Capital",Sukh Chayn Residence f-10 beautiful View Type D Apartment Available For Sale beautiful location Size 2060 Sq. ft 3 bedroom 4 bath Tv lounge beautiful view Two Car parking sewing pool beautiful location,"Built in year: 2025, Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 8, Floors in Building: 12, Elevators: 2, Service Elevators in Building, Other Main Features",,"Community Lawn or Garden, Community Swimming Pool, Community Gym, Day Care Centre, Kids Play Area, Mosque, Community Centre, Other Community Facilities",,,,"Bedrooms: 3, Bathrooms: 4, Drawing Room, Dining Room, Kitchens: 1, Prayer Room, Powder Room, Gym, Steam Room, Lounge or Sitting Room, Laundry Room",,,
https://www.zameen.com/Property/islamabad_bani_gala_7_marla_dabble_storey_house_for_sale_in_bani_gala_good_location-51994405-340-1.html,"Bani Gala, Islamabad",House,PKR2.5 Crore,6,7 Marla,For Sale,4,5 months ago,"Bani Gala, Islamabad, Islamabad Capital","7 marla brand new house for sale in bani gala good location demand 2.50 karoor You can own your dream house in the affluent neighbourhood of Bani Gala with ease. With this House you will be getting a valuable asset. You can be the owner of your new house with the well-constructed property available for sale at a central location. We do not have to tell you that anything located on the Bani Gala will make a sound long-term investment. Choose the best property option for you, with your required price tag of Rs. 25000000. The property of 7 Marla is an ideal option in Bani Gala. Pick your phone and call us today.",Built in year: 2024,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Nearby Public Transport Service, Other Nearby Places",Security Staff,,,,
https://www.zameen.com/Property/islamabad_bani_gala_one_kanal_house_for_sale_in_bani_gala_near_imran_khan_chowk-50796636-340-1.html,"Bani Gala, Islamabad",House,PKR5.75 Crore,6,1 Kanal,For Sale,4,4 months ago,"Bani Gala, Islamabad, Islamabad Capital",one kenal house for sale in bani gala near Imran Kahn Chook demand 5 karoor 75 lack Reasonable Price Best Opportunity To Get A Better Idea Of What You Want To Do With Your Business. Genuine Customers Interested In Checking This Property Out Should Get In Touch Immediately So As Not To Miss This Opportunity. our Demand Is Reasonable And According To The Market Rate. we Want Only Serious Buyers To Contact Us. Do Not Forget To Mention Zameen. com While Calling.,"Built in year, Parking Spaces: 4, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/b_17_faisal_margalla_city_house_for_sale_in_daisal_margalla_hills-53244618-13424-1.html,"Faisal Margalla City, B-17",House,PKR2.85 Crore,4,5 Marla,For Sale,4,5 months ago,"B-17, Islamabad, Islamabad Capital",New designer house A+ construction house for sale. Brand new house. FMC * 4-rooms with attached washroms. * 4-washrooms. * Big size designer washrooms. * A+ construction. * Heighted doors. * Prime location house. * Waking distance park. * Waking distance musjed. * Waking distance markaz. * Society give free water supply. * Gass avaliable (soee gass).,"Built in year: 2025, Double Glazed Windows, Central Air Conditioning, Central Heating","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 4, Bathrooms: 4, Drawing Room, Dining Room, Study Room, Steam Room, Lounge or Sitting Room, Laundry Room",,,
https://www.zameen.com/Property/bahria_enclave_cube_apartments_murree_facing_larger_layout_apartment_for_sale-53306977-21520-1.html,"Cube Apartments, Bahria Enclave",Flat,PKR1.85 Crore,3,6.9 Marla,For Sale,2,5 months ago,"Bahria Town, Islamabad, Islamabad Capital","iscover the perfect blend of comfort, elegance, and modern living in this premium 2-bedroom apartment located in Cube Apartments Tower 1, Sector A, Bahria Enclave Islamabad one of the most desirable addresses in the city. This stylish apartment is thoughtfully designed to offer both functionality and aesthetic appeal, making it ideal for families or investors looking for a high-end property in a prime location. Property Features: 2 Spacious Bedrooms with attached modern washrooms Elegant TV Lounge with a Powder Room for guests Open-Style Kitchen integrated with a cozy Dining Area Murree-Facing Apartment offering serene and panoramic mountain views Private Terraces with both bedrooms and lounge perfect for relaxing and enjoying fresh air Duct Room for extra storage and utilities Located near Passenger and Service Lifts for easy access and convenience Project Highlights: Cube Apartments are known for their high construction standards, elegant architecture, and modern facilities. The building is fully equipped with 24/7 security, standby power backup, high-speed lifts, and a professional maintenance team. Location Benefits: Prime location in Sector A, Bahria Enclave Islamabad Close to main commercial areas, restaurants, schools, and parks Easy access to Islamabad Expressway and major city centers Peaceful environment surrounded by natural beauty and well-planned infrastructure This apartment offers a luxurious lifestyle along with a sound investment opportunity in one of Islamabads most secure and rapidly developing communities.","Built in year: 2022, Parking Spaces: 1, Lobby in Building, Flooring, Electricity Backup, Waste Disposal, Floor: 7, Floors in Building: 10, Elevators: 4, Service Elevators in Building, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready","Community Lawn or Garden, First Aid or Medical Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places",,"Bedrooms: 2, Bathrooms: 3, Dining Room, Kitchens: 1, Powder Room, Store Rooms: 1, Lounge or Sitting Room",,,
https://www.zameen.com/Property/gulberg_residencia_gulberg_residencia_-_block_j_1_kanal_designer_house_with_double_height_available_for_sale_in_gulberg_islamabad-53136482-9120-1.html,"Gulberg Residencia - Block J, Gulberg Residencia",House,PKR11 Crore,-,1 Kanal,For Sale,-,2 weeks ago,"Gulberg, Islamabad, Islamabad Capital","Direct Meeting With Sellers , Call For More Information, We Are Registered Property Firm With Gulberg ( IBECHS ) Features Of Listing Floors : Basement , Ground &Amp; 1st Floor Bedrooms : 7 Washrooms : 9 Lounges: 2 Tv Lounges ( Double Heighted ) Kitchen : 3 Kitchen ( Fully Equipped ) Haier Double Door Refrigerator &Amp; Oven Improrted Marble &Amp; Tiles Laundry Space Mosque In House Cafeteria BBQ Palace Double Heighted Lobby+ Lounge Spacious Terrace 15 Kv Solor Installed With Green Meter ON Ha Isco Meter 6 AC Installed Zero Electricity Bill Concealed Commode/Porta Philips Electric Fitting High Quality Premium Aluminium 1.6 Mm Used 7 Watt Lights Water Boor 1 Jacuzzi Curtains Imported Double Malae Lundar And Qail Wood Location Ll Amenities Ll Security 24/7 Ll Sustainability Living Ll Green Lifestyle Environment || Sustainable Infrastructure Ll Cda In Approved Ll Best Investment Ll Heighted Location","Built in year: 2025, Parking Spaces: 4, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Furnished","Broadband Internet Access, Satellite or Cable TV Ready","Barbeque Area, Mosque",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff","Bedrooms: 9, Bathrooms: 9, Drawing Room, Dining Room, Kitchens: 3, Study Room, Prayer Room",,,
https://www.zameen.com/Property/islamabad_new_blue_area_park-facing_super_luxury_apartments_in_new_blue_area_islamabad_on_easy_installment-53257750-16810-1.html,"New Blue Area, Islamabad",Flat,PKR22.5 Crore,4,16.7 Marla,For Sale,4,1 week ago,"New Blue Area, Islamabad, Islamabad Capital","Available Options: 4-Bedroom Apartment: 3750 sq. ft Rate Rs. 60,000/- per sq. ft Payment Plan: 35% Down Payment 16 Quarterly Installments over 4 Years Beautiful Park-Facing Location New Blue Area, Islamabad A lifestyle of class, comfort, and convenience all in one address! Contact for Complete Broucher Floor Plans and Site Visit Project Highlights: Prime New Blue Area Islamabad location Elegant architecture & premium finishing Park-facing apartments with breathtaking views High-speed elevators & 24/7 power backup Dedicated parking & round-the-clock security Fitness center, rooftop leisure area & community spaces Shops & cafs within the project For Details & Booking: UR Property","Built in year, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building, Elevators, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Not Allowed, Other Facilities","Bedrooms: 4, Bathrooms: 4, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/bahria_town_bahria_enclave_brand_new_10_marla_designer_house_for_sale_bahria_enclave_islamabad-53101567-1705-1.html,"Bahria Enclave, Bahria Town",House,PKR4.45 Crore,5,10 Marla,For Sale,5,5 months ago,"Bahria Town, Islamabad, Islamabad Capital","Brand New 10 Marla Designer House for Sale Bahria Enclave Islamabad A beautifully designed brand new 10 Marla luxury house is available for sale in the heart of Bahria Enclave Islamabad. Built with modern architecture and high-quality finishes, this elegant home offers comfort, style, and a premium lifestyle. Property Features: 5 Spacious Luxury Bedrooms with attached modern washrooms 2 Stylish TV Lounges perfect for family gatherings Drawing Room with elegant design 2 Modern Closed Kitchens with top-quality fittings 3-Car Parking Space with wide porch Servant Quarter with attached washroom Rooftop with BBQ Area ideal for family events & leisure Beautiful Murree Hills View enjoy serene and scenic surroundings Location Highlights: Situated in a prime location of Bahria Enclave Close to all basic and modern amenities: Schools Hospitals Parks Masjid Commercial area & shopping centers Demand: 4.45 Crore (Negotiable) This house is a perfect choice for families looking for a luxurious lifestyle in a secure and peaceful environment. For more details and site visit, please contact: Dilawar Khan Euro Homes Real Estate","Built in year: 2025, Parking Spaces: 3, Double Glazed Windows, Central Air Conditioning, Flooring, Electricity Backup, Waste Disposal, Floors: 2, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Mosque, Community Centre",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Other Facilities","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Store Rooms: 1, Lounge or Sitting Room",,,
https://www.zameen.com/Property/bahria_town_bahria_enclave_prime_location_10_marla_5bedrooms_brand_new_house_for_sale_in_bahria_enclave_islamabad-53141738-1705-1.html,"Bahria Enclave, Bahria Town",House,PKR6 Crore,5,10 Marla,For Sale,5,3 days ago,"Bahria Town, Islamabad, Islamabad Capital",Luxury Interior&Amp;Excellent Elevation 10 Marla 5bedrooms Brand New House For Sale In Bahria Enclave Islamabad Sector C2 Newly Constructed At A Very Peaceful Location Excellent Wood Work Quality Fitting And Stylish Two Kitchens Near To Masjid Park School Hospital Commercial Market Best Area For Living Beautiful Terrace View This House Features 5 Spacious Bedrooms 5 Luxury Bathrooms Tv Lounges Drawing Dining 1 Servant Room With Attached Bathroom Entrance Lobby With Stairs Parking Space Almost Cars For More Details Please Contact Us Muhammad Sohail Euro Homes Real Estate&Amp;Builders,,"Broadband Internet Access, Satellite or Cable TV Ready, Intercom","Community Lawn or Garden, Community Swimming Pool, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff","Bedrooms: 5, Bathrooms: 5, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Powder Room, Lounge or Sitting Room",,,
https://www.zameen.com/Property/islamabad_h-13_2_bedroom_apartment_for_sale_in_h-13_lift_installed-53295560-1039-1.html,"H-13, Islamabad",Flat,PKR90 Lakh,2,4 Marla,For Sale,2,3 months ago,"H-13, Islamabad, Islamabad Capital","2-Bedroom Apartment for Sale Near NUST University, H-13 Islamabad A perfect investment opportunity near NUST University! This modern 2-bedroom apartment (910 sq. ft. ) combines comfort, convenience, and steady rental income. Key Features: 2 Bedrooms with Attached Baths Stylish Kitchen Lift-Operated Building Registry / Inteqal Available Direct WAPDA Meter Installed Walking Distance from NUST University, Metro Station, and Kashmir Highway Already Rented (Immediate Income) Rental Income: Unfurnished: Rs. 55,000/month Furnished 80k to 100K Demand: Rs. 90 Lac(negotiable) Ideal for investors or families looking for a well-connected, high-demand location.","Built in year: 2010, Parking Spaces: 2, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 4, Floors in Building: 6, Elevators: 1, Service Elevators in Building, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre","Sauna, Jacuzzi","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Laundry or Dry Cleaning Facility, Communal/Shared Kitchen, Facilities for Disabled, Pets Not Allowed, Other Facilities","Bedrooms: 2, Bathrooms: 2, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/islamabad_top_city_1_fully_furnished_1_bed_apartment_for_sale-53254699-1383-1.html,"Top City 1, Islamabad",Flat,PKR76 Lakh,1,2.7 Marla,For Sale,1,4 months ago,"Top City 1, Islamabad, Islamabad Capital","Elegant 1-Bed Furnished Apartment for Sale Time Square Residence, Top City-1 Beautifully furnished 1-bed apartment available for sale in Time Square Residence, Block C, Top City-1 Islamabad. The apartment is fully furnished with modern furniture and fittings. Ideal for small families or investment.",,,,,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities",,,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_marriot_hotel_suit_for_sale-53136284-339-1.html,"DHA Defence Phase 2, DHA Defence",Flat,PKR1.17 Crore,-,1.6 Marla,For Sale,-,1 day ago,"DHA Defence, Islamabad, Islamabad Capital",Marriot hotel suit for sale in DHA phase 2 (Main GT road ) -Residence by marriot . already rented property . Rental income against this property :87938,"Built in year: 2025, Parking Spaces, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor: 9, Floors in Building: 13, Elevators, Other Main Features, Furnished","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms, Bathrooms, Servant Quarters, Drawing Room, Dining Room, Kitchens, Study Room, Prayer Room, Powder Room, Gym, Store Rooms, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/faisal_hills_faisal_hills_-_block_a_5_marla_brand_new_house_for_sale_in_faisal_hills_a_block-53316711-12655-1.html,"Faisal Hills - Block A, Faisal Hills",House,PKR2.3 Crore,5,5 Marla,For Sale,4,3 months ago,"Faisal Hills, Islamabad, Islamabad Capital","5 Marla Brand New Double Unit House for Sale Faisal Hills A Block A beautifully designed modern home offering comfort, elegance, and style in one of the most prime locations of Faisal Hills. 4 Spacious Bedrooms 5 Modern Washrooms 2 TV Lounges Drawing Room All Facilities Available (Gas, Water, Electricity) Demand: Rs. 2 Crore 30 Lakh Location: A Block, Faisal Hills Elaaf Properties & Builders Premium Real Estate & Construction Solutions Contact for details & visit View Contact Detail",Flooring,,,,,,,,,
https://www.zameen.com/Property/islamabad_b-17_10_marla_brand_new_house_for_sale_in_multi_gardens_b-17_islamabad_b_block-53352958-616-1.html,"B-17, Islamabad",House,PKR5.5 Crore,6,14 Marla,For Sale,7,4 months ago,"B-17, Islamabad, Islamabad Capital","10 Marla Brand New House for Sale in B-17 B Block, Islamabad Discover this beautifully designed brand new 10 Marla house, ideally located in B-17 B Block, just steps away from the park, stadium, and markaz. Property Features: Total Rooms: 7 spacious rooms Washrooms: 6 modern washrooms Kitchens: 2 stylish and functional kitchens TV Lounges: 2 comfortable TV lounges Parking: Space for 23 vehicles A perfect home offering comfort, convenience, and prime location ideal for families looking for a ready-to-move option in one of Islamabads most desirable sectors. Location: Multi Gardens B-17, B Block, Islamabad Demand: 5.50 cr",,,,,,,,,,
https://www.zameen.com/Property/g_15_g-15_markaz_2_bedroom_available_for_sale_g_15_markaz-53246901-3352-1.html,"G-15 Markaz, G-15",Flat,PKR51 Lakh,2,2.9 Marla,For Sale,2,4 months ago,"G-15, Islamabad, Islamabad Capital",2 BEDROOM AVAILABLE FOR SALE G/15 MARKAZ MORE INFORMATION CALL ALI,"Built in year: 8, Parking Spaces: 2, Flooring, Electricity Backup, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Business Center or Media Room in Building, Conference Room in Building, Intercom, ATM Machines, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 2, Bathrooms: 2, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/g_11_g-11_3_triple_story_house_available_for_sale_g11_3-53326493-3332-1.html,"G-11/3, G-11",House,PKR3.2 Crore,3,3 Marla,For Sale,5,4 months ago,"G-11, Islamabad, Islamabad Capital",HOUSE AVAILABLE FOR SALE G11/3 More information call ali View Contact Detail View Contact Detail,"Built in year: 2015, Parking Spaces: 2, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floors: 3, Other Main Features","Broadband Internet Access, Satellite or Cable TV Ready, Intercom, Other Business and Communication Facilities","Community Lawn or Garden, Community Swimming Pool, Community Gym, First Aid or Medical Centre, Day Care Centre, Kids Play Area, Barbeque Area, Mosque, Community Centre, Other Community Facilities","Lawn or Garden, Swimming Pool, Sauna, Jacuzzi, Other Healthcare and Recreation Facilities","Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Maintenance Staff, Security Staff, Facilities for Disabled, Other Facilities","Bedrooms: 5, Bathrooms: 3, Servant Quarters: 1, Drawing Room, Dining Room, Kitchens: 2, Study Room, Prayer Room, Powder Room, Gym, Store Rooms: 1, Steam Room, Lounge or Sitting Room, Laundry Room, Other Rooms",,,
https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_luxury_apartments_at_dha-1_hilton_hotel_management_services-53318124-376-1.html,"DHA Defence Phase 1, DHA Defence",Flat,PKR1.08 Crore,1,2.3 Marla,For Sale,1,4 months ago,"DHA Defence, Islamabad, Islamabad Capital","Grand Orchard Innovative, Contemporary Lifestyle Spaces Grand Orchard Is A Mixed-Use Development Spanning 17 Kanals Thats All Set To Offer Buyers A Chance To Acquire A Valuable Property Asset In DHA-Islamabad. Prominently Located In Phase-I, This Project Encompasses Three Stunning Towers That Are Developed Into A Comprehensive Inventory Of Commercial Outlets And Apartments. It Is An Approved Project With A Sophisticated Take On Vertical Living In The Heart Of The Capital City, Where Residents Will Feel Facilitated, Comfortable And Filled With Opportunities To Experience A Satisfying Lifestyle. The Commercial Aspect Of The Project Provides Maximum Business Exposure To Retailers And Appreciatable Convenience To Shoppers And Project Dwellers. Location Highlights Located At The Prime Location Of Orchard Boulevard, Phase-I, DHA Islamabad, Grand Orchard Is Strategically Placed To Offer Optimal Benefits To Residential And Commercial Buyers. Some Important Highlights Of The Area Include Its Being In Proximity To The Following Key Points In Rawalpindi And Islamabad: 300-Meter From DHA Phase 1s Main Gate 1-Minute Drive From GT Road 1 Minute Drive From Fauji Foundation. 2 Kilometres From Al Shifa Eye Hospital 7 Kilometres From Pearl Continental, Rawalpindi 27 Kilometres From Blue Area Islamabad 35 Kilometres From Islamabad International Airport","Built in year: 2025, Parking Spaces: 4, Lobby in Building, Double Glazed Windows, Central Air Conditioning, Central Heating, Flooring, Electricity Backup, Waste Disposal, Floor, Floors in Building: 18, Elevators, Service Elevators in Building","Broadband Internet Access, Conference Room in Building, Intercom, ATM Machines","Community Swimming Pool, Kids Play Area, Barbeque Area, Mosque, Community Centre",,"Nearby Schools, Nearby Hospitals, Nearby Shopping Malls, Nearby Restaurants, Distance From Airport (kms), Nearby Public Transport Service, Other Nearby Places","Security Staff, Other Facilities","Bedrooms: 3, Bathrooms: 4, Drawing Room, Dining Room, Kitchens: 1, Study Room, Prayer Room, Powder Room, Gym, Lounge or Sitting Room, Laundry Room",,,
